iter	RMSE
403	8.221598222
404	8.218305752
405	8.115860791
406	8.03108292
407	7.965688365
408	7.907101729
409	7.868538313
410	7.83113057
411	7.761320235
412	7.734253179
413	7.718549271
414	7.715823988
415	7.628209
416	7.572803562
417	7.521683611
418	7.476982378
419	7.438198023
420	7.345478464
421	7.291424441
422	7.207323017
423	7.155045076
424	7.085017385
425	7.025008934
426	6.969528897
427	6.92139626
428	6.836925372
429	6.768944884
430	6.721727569
431	6.721315818
432	6.693293931
433	6.684941356
434	6.644473596
435	6.57295699
436	6.572291185
437	6.504216869
438	6.501900846
439	6.442185733
440	6.387213375
441	6.386639943
442	6.335828457
443	6.312503406
444	6.274842903
445	6.246727074
446	6.214279905
447	6.163845207
448	6.107311392
449	6.073205573
450	6.018800548
451	5.970524666
452	5.942259269
453	5.892677081
454	5.854316434
455	5.769045197
456	5.742371368
457	5.705410376
458	5.66071076
459	5.594298875
460	5.54524013
461	5.481875581
462	5.436602147
463	5.421876165
464	5.364236165
465	5.338425148
466	5.305597118
467	5.248085403
468	5.246845049
469	5.232356175
470	5.173874568
471	5.156967125
472	5.096811321
473	5.043008887
474	5.019010822
475	4.989034633
476	4.954463018
477	4.917624622
478	4.899028365
479	4.867320537
480	4.832599192
481	4.808433481
482	4.757186308
483	4.725994727
484	4.68346668
485	4.650414338
486	4.618790069
487	4.604807779
488	4.575190808
489	4.573783659
490	4.556459808
491	4.518773711
492	4.495421283
493	4.453141184
494	4.406066429
495	4.374901901
496	4.342033458
497	4.318969523
498	4.294707237
499	4.245783849
500	4.209896512
501	4.192518505
502	4.17794685
503	4.135534863
504	4.083910837
505	4.06642158
506	4.054469337
507	4.02846305
508	4.010574816
509	3.966730495
510	3.956390314
511	3.923961983
512	3.888178233
513	3.871330302
514	3.82047329
515	3.800779655
516	3.772641753
517	3.738193424
518	3.725555316
519	3.711460665
520	3.686299504
521	3.664273544
522	3.654429807
523	3.630597487
524	3.630289236
525	3.593875099
526	3.559670675
527	3.543543352
528	3.543172964
529	3.542266975
530	3.519518924
531	3.481979897
532	3.457880795
533	3.445055661
534	3.416089207
535	3.393802834
536	3.345762258
537	3.333719239
538	3.325720254
539	3.308166581
540	3.304312931
541	3.303781836
542	3.282649352
543	3.259239127
544	3.257392377
545	3.248828354
546	3.238614642
547	3.212033266
548	3.188813385
549	3.174155961
550	3.165319223
551	3.133747859
552	3.126576168
553	3.122974524
554	3.096307441
555	3.075768515
556	3.062193361
557	3.053459897
558	3.019780579
559	3.002949273
560	2.986318982
561	2.956373537
562	2.944222109
563	2.91881196
564	2.90396904
565	2.903808578
566	2.894709398
567	2.865812304
568	2.854750755
569	2.831220104
570	2.825150992
571	2.796761383
572	2.778924587
573	2.769889122
574	2.737444087
575	2.723795759
576	2.700587792
577	2.684284626
578	2.665723651
579	2.644387249
580	2.622310057
581	2.606173973
582	2.59278753
583	2.572256845
584	2.554572319
585	2.530561608
586	2.515079075
587	2.505494944
588	2.481648888
589	2.478507822
590	2.464031989
591	2.445545478
592	2.438168213
593	2.428236146
594	2.411158647
595	2.388765585
596	2.382061804
597	2.372799061
598	2.36040283
599	2.353373214
600	2.342850233
601	2.33331451
602	2.329873231
603	2.294511825
604	2.28894676
605	2.270357449
606	2.249304855
607	2.239712521
608	2.232163368
609	2.218098787
610	2.196330305
611	2.174589737
612	2.165976893
613	2.155230395
614	2.149501129
615	2.148853547
616	2.139324331
617	2.131783758
618	2.127757208
619	2.10902901
620	2.103979069
621	2.088591658
622	2.088519747
623	2.075609841
624	2.073649968
625	2.068418307
626	2.053078775
627	2.042921395
628	2.035604837
629	2.024095776
630	2.019945212
631	2.004543518
632	1.995276547
633	1.986009123
634	1.966765378
635	1.957256744
636	1.936663626
637	1.928504219
638	1.915883969
639	1.903300778
640	1.896368045
641	1.895582877
642	1.877600894
643	1.87050862
644	1.869406789
645	1.861595429
646	1.837755744
647	1.828687795
648	1.823788708
649	1.814866444
650	1.798448134
651	1.794468797
652	1.786152068
653	1.760613957
654	1.754227417
655	1.74090062
656	1.734908952
657	1.72924413
658	1.711111908
659	1.702329943
660	1.696614427
661	1.684100258
662	1.672552112
663	1.669022244
664	1.654286117
665	1.648544109
666	1.64178488
667	1.634696826
668	1.625103167
669	1.615080922
670	1.605502498
671	1.605320508
672	1.601799705
673	1.583957629
674	1.571984435
675	1.571912115
676	1.571467329
677	1.568100308
678	1.558773206
679	1.549557285
680	1.540535848
681	1.535152207
682	1.522014186
683	1.509696372
684	1.50310897
685	1.488402667
686	1.48017433
687	1.472909238
688	1.464184807
689	1.450015937
690	1.437697122
691	1.430339949
692	1.426399395
693	1.418187681
694	1.410531717
695	1.397024142
696	1.388629955
697	1.383326733
698	1.378074464
699	1.375891689
700	1.367226703
701	1.365242591
702	1.363303432
703	1.344912293
704	1.329733673
705	1.325823495
706	1.311197545
707	1.308797278
708	1.302441474
709	1.293177721
710	1.279815767
711	1.271919541
712	1.263078936
713	1.259004216
714	1.256475407
715	1.252410815
716	1.245630491
717	1.241444117
718	1.23181282
719	1.220221887
720	1.210070894
721	1.210002218
722	1.204344719
723	1.197239911
724	1.184613264
725	1.169508996
726	1.168851811
727	1.157465609
728	1.151022205
729	1.143531895
730	1.137734138
731	1.130476981
732	1.121786769
733	1.114987738
734	1.108666913
735	1.104577948
736	1.103006584
737	1.093070686
738	1.086874256
739	1.081557911
740	1.077961978
741	1.066091628
742	1.060440271
743	1.060270455
744	1.053849506
745	1.050635378
746	1.050537161
747	1.041257937
748	1.036617903
749	1.036547112
750	1.029798465
751	1.02493376
752	1.024871124
753	1.018225364
754	1.010789282
755	1.003575423
756	1.002942412
757	0.9936182644
758	0.9804004832
759	0.9723935466
760	0.972309447
761	0.9713571638
762	0.969311329
763	0.9652714422
764	0.9598287879
765	0.955526779
766	0.9522730225
767	0.9489903199
768	0.9442220782
769	0.938345508
770	0.9293937754
771	0.9248945245
772	0.919801694
773	0.9110602486
774	0.903363961
775	0.8977596714
776	0.8869447188
777	0.8865598425
778	0.8831541946
779	0.8747241362
780	0.8668135779
781	0.8526561317
782	0.8466712638
783	0.8418913274
784	0.8344708482
785	0.8286526775
786	0.8231820527
787	0.8217400577
788	0.8145213151
789	0.8088854737
790	0.8040613273
791	0.7971339347
792	0.79092198
793	0.7792059639
794	0.7734319452
795	0.7704582656
796	0.7614146807
797	0.7600067907
798	0.7590236928
799	0.7550278898
800	0.7537755112
801	0.7461620326
802	0.7401448288
803	0.7350644542
804	0.72941705
805	0.7249060798
806	0.7231521403
807	0.7231129011
808	0.7205978651
809	0.7181439263
810	0.7139847135
811	0.7092726261
812	0.7056598202
813	0.7018258498
814	0.6972239906
815	0.6922092678
816	0.6886383663
817	0.6825337117
818	0.6777317251
819	0.6759979027
820	0.6709123703
821	0.6690769986
822	0.6677337249
823	0.6629201357
824	0.6604212286
825	0.6587515388
826	0.6576131541
827	0.6538957432
828	0.6438715685
829	0.6413242116
830	0.6351154411
831	0.6297676568
832	0.628876981
833	0.6245422992
834	0.6222496188
835	0.6211265797
836	0.6181672712
837	0.6140140522
838	0.6094281198
839	0.6068190115
840	0.604420342
841	0.6017095408
842	0.6004552954
843	0.5971310774
844	0.5942235389
845	0.5930709541
846	0.589513305
847	0.5875364973
848	0.5842925308
849	0.580768028
850	0.5754191149
851	0.574130993
852	0.5722133753
853	0.5691681739
854	0.5668301359
855	0.5616308841
856	0.5562180609
857	0.5531693593
858	0.5525976617
859	0.5493988752
860	0.5478688737
861	0.5448862356
862	0.5423853626
863	0.5397882075
864	0.5376072083
865	0.5349673759
866	0.5334162769
867	0.5296541859
868	0.5282790265
869	0.5269715331
870	0.5257704096
871	0.5208370466
872	0.5185840006
873	0.5127611475
874	0.5096269362
875	0.5061036608
876	0.5024526161
877	0.5002132126
878	0.4998537377
879	0.4976164769
880	0.4943433106
881	0.4911141804
882	0.4898192691
883	0.4868207755
884	0.484795867
885	0.482335283
886	0.4807865863
887	0.4771529806
888	0.4743768746
889	0.4705795065
890	0.4670150375
891	0.4628908561
892	0.462067047
893	0.4584976439
894	0.4552628103
895	0.4535791704
896	0.4520346701
897	0.4511015209
898	0.4493104742
899	0.4470523212
900	0.4441064015
901	0.4413076712
902	0.4395213413
903	0.4374213939
904	0.4352166005
905	0.4331516967
906	0.4310015148
907	0.4292617035
908	0.4252624249
909	0.4218275192
910	0.4210307238
911	0.4185687374
912	0.417667204
913	0.4156971393
914	0.4123625759
915	0.41144155
916	0.4092797185
917	0.4071854541
918	0.4049991928
919	0.4026819125
920	0.400746856
921	0.3988663685
922	0.3973901049
923	0.3922583917
924	0.3905032292
925	0.3901296509
926	0.3874731523
927	0.3846372127
928	0.3835517794
929	0.382487765
930	0.3811843338
931	0.3783918411
932	0.3753096933
933	0.373393225
934	0.3697375028
935	0.3676299755
936	0.3651382983
937	0.3627693108
938	0.3600639046
939	0.3580640926
940	0.3550456786
941	0.3525090801
942	0.3482123213
943	0.3448672476
944	0.3422640536
945	0.3398419656
946	0.3373645994
947	0.3356396233
948	0.3313346307
949	0.3298474639
950	0.3273377119
951	0.3254476616
952	0.3217402567
953	0.3200681741
954	0.3178242926
955	0.3171645241
956	0.314835855
957	0.3134803313
958	0.3129095699
959	0.3104033452
960	0.307797501
961	0.3066222199
962	0.3040001086
963	0.3033983719
964	0.3018661808
965	0.3000693544
966	0.2992377324
967	0.2981625594
968	0.2969795099
969	0.2956769395
970	0.2934310712
971	0.292254997
972	0.2902961296
973	0.2886802878
974	0.2866712978
975	0.2845427985
976	0.2823746203
977	0.2820204064
978	0.2806018273
979	0.2798502087
980	0.278247524
981	0.2758050814
982	0.2739611717
983	0.2728831802
984	0.2713796444
985	0.2696994635
986	0.2662697903
987	0.2638999051
988	0.2622480065
989	0.2609786529
990	0.2597299712
991	0.2578283819
992	0.2565005095
993	0.2541935544
994	0.2531078808
995	0.2508006371
996	0.2492508702
997	0.2475688763
998	0.2466278476
999	0.2454369503
